community,title,content,full_text,posted_at
theqoo_beauty/category/25604,아이오페 프로 필링 소프트 젤 7200원,://..///5240398706,아이오페 프로 필링 소프트 젤 7200원 ://..///5240398706,2025-11-24T11:00:00
theqoo_beauty/category/25604,다들 필승 블러셔 립 뭐야??,퍼컬 봄라인 난 오늘 필승 블러셔 정했다... 투크 복숭아... + 약간의 톤그로도 허용한다면 라떼달달해까쥐....,다들 필승 블러셔 립 뭐야?? 퍼컬 봄라인 난 오늘 필승 블러셔 정했다... 투크 복숭아... + 약간의 톤그로도 허용한다면 라떼달달해까쥐....,2025-11-24T10:58:00
theqoo_beauty/category/25604,피나 브러쉬 구매한 덬들아 궁금한거 있는데,혹시 주문내역 들어가면 사은품 떠? 트위터 캡쳐로는 사은품도 뜨던데 나는 안뜨네ㅜㅜ,피나 브러쉬 구매한 덬들아 궁금한거 있는데 혹시 주문내역 들어가면 사은품 떠? 트위터 캡쳐로는 사은품도 뜨던데 나는 안뜨네ㅜㅜ,2025-11-24T10:55:00
theqoo_beauty/category/25604,"팻맥그라스, 샬롯틸버리한테 메이크업 받기 덬이 받고싶었던 국내 연옌 담당쌤한테 메이크업 받기",뭐 택하고 싶음??,"팻맥그라스, 샬롯틸버리한테 메이크업 받기 덬이 받고싶었던 국내 연옌 담당쌤한테 메이크업 받기 뭐 택하고 싶음??",2025-11-24T10:54:00
theqoo_beauty/category/25604,투에이엔이랑 루미르랑 어떤게 질이 더 ㄱㅊ아?,루미르 올매트 매입하려는데 원쁠원해서 다른컬러들 둘러보니 투에이엔이랑 비슷한거같애서 질이 더 좋으면 루미르 하나 사볼려구 루미르 처음 사보는데 어때?,투에이엔이랑 루미르랑 어떤게 질이 더 ㄱㅊ아? 루미르 올매트 매입하려는데 원쁠원해서 다른컬러들 둘러보니 투에이엔이랑 비슷한거같애서 질이 더 좋으면 루미르 하나 사볼려구 루미르 처음 사보는데 어때?,2025-11-24T10:52:00
theqoo_beauty/category/25604,마스카라는 뮤드가 짱인것같ㅌ아,스키니마스카라 유지력 개좋고 이번에 브로우카라도 사봣는데 이것도 좋다,마스카라는 뮤드가 짱인것같ㅌ아 스키니마스카라 유지력 개좋고 이번에 브로우카라도 사봣는데 이것도 좋다,2025-11-24T10:47:00
theqoo_beauty/category/25604,번장해서 구매한 물품 판매자가 너무 친절하심,물건도 거의 새거고 테스트한 부분도 아주 미세 할 정도로 깨끗하고 그리고 주전부리도 이것저것 넣어주시고 손 편지도 써주심 완전 친절 그 자체 근데 내가 구매한거 컬러가 어려워서 못 쓰셨다는거야 ㅜㅜ 화장을 많이 안 해보신 분이신가싶고 왜냐면 이거 진짜로 너무 엄한 크롬 컬러나 비비드한 컬러도 아님 코튼멜츠야 ㅜㅜ 아아 ㅜㅜ 내가 이미 사버리긴 했는데 이거 어케 잘 쓰는 물건인지 알려드리고 싶다 ㅜㅜㅜㅜ 나 이거 벌써 세개째 뿌시고 있는디 너무 안타까워 ㅜㅜ 업계에서 일했어서 그 제품 말고도 이것저것 팁 다 방출 해드리고 싶음ㅠㅠㅠㅠ 판매자님 븉방 오세요 븉방 ㅠㅠ 열심히 맘 속으로 텔레파시 보냄 ㅜㅜㅠㅠ,번장해서 구매한 물품 판매자가 너무 친절하심 물건도 거의 새거고 테스트한 부분도 아주 미세 할 정도로 깨끗하고 그리고 주전부리도 이것저것 넣어주시고 손 편지도 써주심 완전 친절 그 자체 근데 내가 구매한거 컬러가 어려워서 못 쓰셨다는거야 ㅜㅜ 화장을 많이 안 해보신 분이신가싶고 왜냐면 이거 진짜로 너무 엄한 크롬 컬러나 비비드한 컬러도 아님 코튼멜츠야 ㅜㅜ 아아 ㅜㅜ 내가 이미 사버리긴 했는데 이거 어케 잘 쓰는 물건인지 알려드리고 싶다 ㅜㅜㅜㅜ 나 이거 벌써 세개째 뿌시고 있는디 너무 안타까워 ㅜㅜ 업계에서 일했어서 그 제품 말고도 이것저것 팁 다 방출 해드리고 싶음ㅠㅠㅠㅠ 판매자님 븉방 오세요 븉방 ㅠㅠ 열심히 맘 속으로 텔레파시 보냄 ㅜㅜㅠㅠ,2025-11-24T10:45:00
theqoo_beauty/category/25604,무향 핸드크림 너무 좋다,듬뿍듬뿍 발라도 안부담스러움 퍼퓸핸크 아니어도 가끔 내 핸크냄새 부담스러울 때 있는데 무향핸크 넘 좋네................,무향 핸드크림 너무 좋다 듬뿍듬뿍 발라도 안부담스러움 퍼퓸핸크 아니어도 가끔 내 핸크냄새 부담스러울 때 있는데 무향핸크 넘 좋네................,2025-11-24T10:42:00
theqoo_beauty/category/25604,스템3 에센스 50 5병 가격 봐주라ㅠ,저렇게 결제하고 네이버포인트는 4만포 받아,스템3 에센스 50 5병 가격 봐주라ㅠ 저렇게 결제하고 네이버포인트는 4만포 받아,2025-11-24T10:39:00
theqoo_beauty/category/25604,파나 브러쉬 크림블러셔용으로 쓰기엔 뭐가 좋을까?,"1,2,3,4중에 골라주라 골라주라","파나 브러쉬 크림블러셔용으로 쓰기엔 뭐가 좋을까? 1,2,3,4중에 골라주라 골라주라",2025-11-24T10:34:00
theqoo_beauty/category/25604,턱 화이트헤드 뾰족뾰족 오돌토돌한거 어케 없앵,클렌징오일 -> 효과있는지 모르겠어 애크린겔 -> 이거도 잘 모르겠고 약간 붉어저 소량 발라도 민감성이라 각질제거도 조심스럽구,턱 화이트헤드 뾰족뾰족 오돌토돌한거 어케 없앵 클렌징오일 -> 효과있는지 모르겠어 애크린겔 -> 이거도 잘 모르겠고 약간 붉어저 소량 발라도 민감성이라 각질제거도 조심스럽구,2025-11-24T10:33:00
theqoo_beauty/category/25604,다이소 화장품 쓰고나서부터 공병 엄청나옴,나만그런가 ㅋㅋㅋㅋㅋㅋㅋ원랜 다 못썼었는데 수분크림같은거 엄청 빨리 비움,다이소 화장품 쓰고나서부터 공병 엄청나옴 나만그런가 ㅋㅋㅋㅋㅋㅋㅋ원랜 다 못썼었는데 수분크림같은거 엄청 빨리 비움,2025-11-24T10:30:00
theqoo_beauty/category/25604,릴바레 밀키체리레코딩 잘쓰는데 루미르 뭐 사야해?,"구글에서 다른분 발색 퍼왓는데 여기서 윗줄 2,3번만 잘써.. 선라이즈피치랑 로사비치는 있는데 뭐살까??","릴바레 밀키체리레코딩 잘쓰는데 루미르 뭐 사야해? 구글에서 다른분 발색 퍼왓는데 여기서 윗줄 2,3번만 잘써.. 선라이즈피치랑 로사비치는 있는데 뭐살까??",2025-11-24T10:29:00
theqoo_beauty/category/25604,"인스타 광고 보고 피지팩 했는데 진짜 대박이다,,(혐오주의",만족스러워 ฅ^•̀0•́^ฅ,"인스타 광고 보고 피지팩 했는데 진짜 대박이다,,(혐오주의 만족스러워 ฅ^•̀0•́^ฅ",2025-11-24T10:17:00
theqoo_beauty/category/25604,수부지에 네이밍 레이어드핏 쿠션 잘맞는 덬들 들어와주십시오,혹시 또 잘맞는 쿠션있어? 다른것도 써보고싶은데 추천해주라.. 일단 어바웃톤 스킨레이어 쿠션은 절대 못바를정도로 건조하게 뜸..,수부지에 네이밍 레이어드핏 쿠션 잘맞는 덬들 들어와주십시오 혹시 또 잘맞는 쿠션있어? 다른것도 써보고싶은데 추천해주라.. 일단 어바웃톤 스킨레이어 쿠션은 절대 못바를정도로 건조하게 뜸..,2025-11-24T10:17:00
theqoo_beauty/category/25604,이번달 올영데이 있나?,이번달 올영데이도 25일 내일부터 시작일까? 드라이기 사야한느데... 쿠폰 먹ㅇㅕ서 사고 싶거든! 아님 12월 빅세일 기다릴까..,이번달 올영데이 있나? 이번달 올영데이도 25일 내일부터 시작일까? 드라이기 사야한느데... 쿠폰 먹ㅇㅕ서 사고 싶거든! 아님 12월 빅세일 기다릴까..,2025-11-24T10:17:00
theqoo_beauty/category/25604,수부지인데 라로슈포제 에빠끌라/ 똘러리앙 뭐쓸까?? 다써본덬?,지금 바이오더마 세비엄 초록뚜껑 클워+ 똘러리앙 샘플 받아서 쓰는데 좋더라고! 에빠끌라도 샘플 신청해서 왔는데 자극이 좀 있을수있대서 아직 쓰기전이야 ㅠㅠ 여드름피부아니였는데 여름에 염증성으로 뒤집어져서 민감성 수부지로 바뀌었거든 요즘 좀 흉터만 남고 잠잠해져서.. 클워+똘러리앙 클밀+에빠끌라 뭐가 더 자극이 덜할까??,수부지인데 라로슈포제 에빠끌라/ 똘러리앙 뭐쓸까?? 다써본덬? 지금 바이오더마 세비엄 초록뚜껑 클워+ 똘러리앙 샘플 받아서 쓰는데 좋더라고! 에빠끌라도 샘플 신청해서 왔는데 자극이 좀 있을수있대서 아직 쓰기전이야 ㅠㅠ 여드름피부아니였는데 여름에 염증성으로 뒤집어져서 민감성 수부지로 바뀌었거든 요즘 좀 흉터만 남고 잠잠해져서.. 클워+똘러리앙 클밀+에빠끌라 뭐가 더 자극이 덜할까??,2025-11-24T10:08:00
theqoo_beauty/category/25604,세레니티 어때?,나 레티놀때문에 자꾸 얼굴에 노란기가 강해져서.. 얼굴 말고 다른데는 안그러는데 ㅠㅠ 파데 뭘발라도 칙칙해보여서 ㅠㅠ 딱맞는거 발라도 노란기가 뚫고올라옴... 이거 방지 ㄱㅊ을까,세레니티 어때? 나 레티놀때문에 자꾸 얼굴에 노란기가 강해져서.. 얼굴 말고 다른데는 안그러는데 ㅠㅠ 파데 뭘발라도 칙칙해보여서 ㅠㅠ 딱맞는거 발라도 노란기가 뚫고올라옴... 이거 방지 ㄱㅊ을까,2025-11-24T10:07:00
theqoo_beauty/category/25604,다이소 태그 듀이 쿠션 왜케좋지진짜,시간지나면 좀 하얗게 무너지긴 하는데 이건 내가 건조해서그런거같고 바르고 3시간동안이 ㅈㄴ예쁨 모공순삭됨미쳣음,다이소 태그 듀이 쿠션 왜케좋지진짜 시간지나면 좀 하얗게 무너지긴 하는데 이건 내가 건조해서그런거같고 바르고 3시간동안이 ㅈㄴ예쁨 모공순삭됨미쳣음,2025-11-24T10:06:00
theqoo_beauty/category/25604,피부과 다 다녀?,진심 요새 주변에 토닝이라도 받고 다다니는거같음 30대 돼서 그런가,피부과 다 다녀? 진심 요새 주변에 토닝이라도 받고 다다니는거같음 30대 돼서 그런가,2025-11-24T10:03:00
theqoo_beauty/category/25604,루미르 올매트만 살려햇는데 스프링모닝 왤케 예뻐보이지...,선라이즈피치랑 로사비치 이미 있는데 ㅅㅂ ㅜ,루미르 올매트만 살려햇는데 스프링모닝 왤케 예뻐보이지... 선라이즈피치랑 로사비치 이미 있는데 ㅅㅂ ㅜ,2025-11-24T10:01:00
theqoo_beauty/category/25604,딘토 팔레트 질 어때?,"코랄, 핑크, 브라운으로 메이크업 많이 하는 편인데 추천해 줄 수 있을까?","딘토 팔레트 질 어때? 코랄, 핑크, 브라운으로 메이크업 많이 하는 편인데 추천해 줄 수 있을까?",2025-11-24T10:00:00
theqoo_beauty/category/25604,덬들 최근에 올영 외에 로드샵 오프라인 매장 가본 적 있어?ㅋㅋ,시코르 세포라 말고ㅋㅋ 난 언제 갔었는지 기억도 안난당 몇년된듯ㅋㅋ,덬들 최근에 올영 외에 로드샵 오프라인 매장 가본 적 있어?ㅋㅋ 시코르 세포라 말고ㅋㅋ 난 언제 갔었는지 기억도 안난당 몇년된듯ㅋㅋ,2025-11-24T09:59:00
theqoo_beauty/category/25604,생리전에 턱여드름 해결한덬들.. 있니?,생리전에 턱여드름이 폭발하는데 ㅠ 이거 호르몬떄문이라 해결방법 없는걸까..? 다른덴 여드름이 없는데 턱만 울긋불긋해서 스트레스받아 미치겠어,생리전에 턱여드름 해결한덬들.. 있니? 생리전에 턱여드름이 폭발하는데 ㅠ 이거 호르몬떄문이라 해결방법 없는걸까..? 다른덴 여드름이 없는데 턱만 울긋불긋해서 스트레스받아 미치겠어,2025-11-24T09:52:00
theqoo_beauty/category/25604,크림쓰면 선크림은 안발라도 되나?,근데 충분히 보호될지 모르겠는데 둘다 쓰면 순서를 어떻게 해야하나?,크림쓰면 선크림은 안발라도 되나? 근데 충분히 보호될지 모르겠는데 둘다 쓰면 순서를 어떻게 해야하나?,2025-11-24T09:43:00
theqoo_beauty/category/25604,크림 한번도 안써봤는데,"2 크림 사는거 어때 면세 52,000원인데 올영으로 충분할까","크림 한번도 안써봤는데 2 크림 사는거 어때 면세 52,000원인데 올영으로 충분할까",2025-11-24T09:39:00
theqoo_beauty/category/25604,딘토 블프 섀도우 타이밍이 안맞았나...,안떠서 계속 나왔다 들어갔다 하다가 발견해서 선택했는데 품절이라고 장바구니에 안담기네....,딘토 블프 섀도우 타이밍이 안맞았나... 안떠서 계속 나왔다 들어갔다 하다가 발견해서 선택했는데 품절이라고 장바구니에 안담기네....,2025-11-24T09:37:00
theqoo_beauty/category/25604,루미르 올매트 눌렀다,아무리 봐도 눈 위엔 못올릴거같고 쉐딩이나 아이라인으로만 쓸거같아서 그냥 투크신상사려고,루미르 올매트 눌렀다 아무리 봐도 눈 위엔 못올릴거같고 쉐딩이나 아이라인으로만 쓸거같아서 그냥 투크신상사려고,2025-11-24T09:25:00
theqoo_beauty/category/25604,겨울은 똥머리웨이브 장발,겨울은 뭐다???!!,겨울은 똥머리웨이브 장발 겨울은 뭐다???!!,2025-11-24T09:22:00
theqoo_beauty/category/25604,브러쉬 나눠사고싶다..,10개나살게없어ㅡㅡ,브러쉬 나눠사고싶다.. 10개나살게없어ㅡㅡ,2025-11-24T09:19:00
theqoo_beauty/category/25604,루미르 두개 사고 싶은데 갖고 싶은 색 다 가지고있음 욕망의 항아리,올매트만 살게여 ..,루미르 두개 사고 싶은데 갖고 싶은 색 다 가지고있음 욕망의 항아리 올매트만 살게여 ..,2025-11-24T09:08:00
theqoo_beauty/category/25604,와 방금 실시간으로 여드름 올라오는거 느껴봄,턱에 아무것도 없다가 뭐가 턱을 뚫고 나오는 찌릿한 느낌 들길래 바로 만져봤는데 여드름 생겨있음 아 신기해...,와 방금 실시간으로 여드름 올라오는거 느껴봄 턱에 아무것도 없다가 뭐가 턱을 뚫고 나오는 찌릿한 느낌 들길래 바로 만져봤는데 여드름 생겨있음 아 신기해...,2025-11-24T09:06:00
theqoo_beauty/category/25604,피나 브러쉬 뭐살까,덬들은 뭐 샀어,피나 브러쉬 뭐살까 덬들은 뭐 샀어,2025-11-24T09:04:00
theqoo_beauty/category/25604,루미르 뒤늦게 참전해보려는데 갈뮽은 뭐 사야해?,미드나잇 이건 많이 어두울까? 뭔가 어려워 도와줘ㅠㅠ,루미르 뒤늦게 참전해보려는데 갈뮽은 뭐 사야해? 미드나잇 이건 많이 어두울까? 뭔가 어려워 도와줘ㅠㅠ,2025-11-24T09:04:00
theqoo_beauty/category/25604,악건성들아 바세린 바르고 광명 찾은거같아,스킨-세럼2번-로션-크림 발라도 아침에 일어나면 푸석한데 ㅠ 마지막에 바세린 추가해주니까 덜건조해서 좁쌀 덜난다!!!!!,악건성들아 바세린 바르고 광명 찾은거같아 스킨-세럼2번-로션-크림 발라도 아침에 일어나면 푸석한데 ㅠ 마지막에 바세린 추가해주니까 덜건조해서 좁쌀 덜난다!!!!!,2025-11-24T09:03:00
theqoo_beauty/category/25604,루미르 썸머나잇 선라이즈피치있는데 뭐 사지,썸머나잇 잘쓰고있고 선라이즈는 손 잘 안가서 스프링모닝이나 로사비치 사고싶은데 이번 올매트도 갖고싶음 근데 회기 ㅈㄴ안받아서 쉐딩용으로 두세개만 쓸거같고...근데 또 내맘대로 디팟할때 좋을거같기도하고 그래서 1 스프링모닝+올매트 2 로사비치+올매트 3 스프링모닝+로사비치 이렇게 계속 고민중임ㅠ,루미르 썸머나잇 선라이즈피치있는데 뭐 사지 썸머나잇 잘쓰고있고 선라이즈는 손 잘 안가서 스프링모닝이나 로사비치 사고싶은데 이번 올매트도 갖고싶음 근데 회기 ㅈㄴ안받아서 쉐딩용으로 두세개만 쓸거같고...근데 또 내맘대로 디팟할때 좋을거같기도하고 그래서 1 스프링모닝+올매트 2 로사비치+올매트 3 스프링모닝+로사비치 이렇게 계속 고민중임ㅠ,2025-11-24T08:57:00
theqoo_beauty/category/25604,(거대한 사진 주의)다이소 딘토 레이디로즈 블러셔도 예쀼다,아나 색상 잘 보이게 찍으려다가 부담스럽게 찍힘 출근때 바빠서 속눈썹 묻은거+블렌딩 안된거는 무시해주고 블러셔 색상만 봐줘 하하 마담로즈 예쁘길래 얘도 업어왔는데 이것도 3천원의 행복이다💗,(거대한 사진 주의)다이소 딘토 레이디로즈 블러셔도 예쀼다 아나 색상 잘 보이게 찍으려다가 부담스럽게 찍힘 출근때 바빠서 속눈썹 묻은거+블렌딩 안된거는 무시해주고 블러셔 색상만 봐줘 하하 마담로즈 예쁘길래 얘도 업어왔는데 이것도 3천원의 행복이다💗,2025-11-24T08:56:00
theqoo_beauty/category/25604,다이소 거품용기 다 쓰고 씻어놨는데 여기는 원래 안마르는거야?,며칠째 안마름.. 어떻게 보관하는거지ㅋㅋㅋㅋ,다이소 거품용기 다 쓰고 씻어놨는데 여기는 원래 안마르는거야? 며칠째 안마름.. 어떻게 보관하는거지ㅋㅋㅋㅋ,2025-11-24T08:56:00
theqoo_beauty/category/25604,갈뮽 선라이즈피치랑 스프링모닝이랑 .. 뭘 더 추천하고 싶어?,중명중채 베스트 맨날 브라운만 써서 ㅋㅋ 이런 상큼한 색 처음 한 번 사보려구 ㅋㅋㅋ,갈뮽 선라이즈피치랑 스프링모닝이랑 .. 뭘 더 추천하고 싶어? 중명중채 베스트 맨날 브라운만 써서 ㅋㅋ 이런 상큼한 색 처음 한 번 사보려구 ㅋㅋㅋ,2025-11-24T08:55:00
theqoo_beauty/category/25604,부스터프로 에어샷모드쓰고 피부뒤집어진덬있어??,부프 1년쓰면서 얼마전에 첨으로 에어샷모드 해봤는데 사용한 이마부분이랑 나비존부분으로 여드름 땡땡한거 몇개씩 올라왔거든 ㅠ 우연의 일치인가ㅠㅠ??,부스터프로 에어샷모드쓰고 피부뒤집어진덬있어?? 부프 1년쓰면서 얼마전에 첨으로 에어샷모드 해봤는데 사용한 이마부분이랑 나비존부분으로 여드름 땡땡한거 몇개씩 올라왔거든 ㅠ 우연의 일치인가ㅠㅠ??,2025-11-24T08:12:00
theqoo_beauty/category/25604,선라이즈피치를 사라 얘들아,팬색보다 발색이 훨씬 여리고 맑은 복숭아색🍑 예쁘다고,선라이즈피치를 사라 얘들아 팬색보다 발색이 훨씬 여리고 맑은 복숭아색🍑 예쁘다고,2025-11-24T08:08:00
theqoo_beauty/category/25604,혹시 라로슈포제 에빠끌라 듀오 쓰는 덬 있어?,이거 원래 이렇게 기름져..????? 여드름에 쓰는 화장퓸인데 왜 바르면 기름이 돌지;;; 어제 바르고 잤는데 좁쌀여드름 5개나 올라왔어 엄ㅁㅁㅁㅁ청 소량만 발라야되는건가? 그냥 유튜브에서 보고 유튜버가 바른 만큼 발랐는데;;ㅋㅋ,혹시 라로슈포제 에빠끌라 듀오 쓰는 덬 있어? 이거 원래 이렇게 기름져..????? 여드름에 쓰는 화장퓸인데 왜 바르면 기름이 돌지;;; 어제 바르고 잤는데 좁쌀여드름 5개나 올라왔어 엄ㅁㅁㅁㅁ청 소량만 발라야되는건가? 그냥 유튜브에서 보고 유튜버가 바른 만큼 발랐는데;;ㅋㅋ,2025-11-24T07:55:00
theqoo_beauty/category/25604,루미르 스프링모닝 너무 예뻐,바를 때마다 눈 화장 뭘로 했냐고 여러 번 들은 팔레트이기도 하고 내 거 포함 선물로 4개는 산 팔레트야 ㅎㅎ 지금 가격너무 좋아서 한번 추천해봄 팔레트 여러 개인데 진짜 손이 잘 가,루미르 스프링모닝 너무 예뻐 바를 때마다 눈 화장 뭘로 했냐고 여러 번 들은 팔레트이기도 하고 내 거 포함 선물로 4개는 산 팔레트야 ㅎㅎ 지금 가격너무 좋아서 한번 추천해봄 팔레트 여러 개인데 진짜 손이 잘 가,2025-11-24T07:53:00
theqoo_beauty/category/25604,새벅에 일어나자마자 루미르 팔레트 샀다! ㅋㅋ,어제 자기전에 살까말까 엄청 고민하다가 잤는데 일어나자마자 생각나는 걸보니..걍 운명으로 받아들임 ㅠ ㅋㅋㅋㅋㅋ 사실 스포때부터 가다렸어,새벅에 일어나자마자 루미르 팔레트 샀다! ㅋㅋ 어제 자기전에 살까말까 엄청 고민하다가 잤는데 일어나자마자 생각나는 걸보니..걍 운명으로 받아들임 ㅠ ㅋㅋㅋㅋㅋ 사실 스포때부터 가다렸어,2025-11-24T05:50:00
theqoo_beauty/category/25604,실키 17 어두워서 섞발하려는데,블랑비비 19호도 ㄱㅊ아???? 실키 섞발 블랑비비 많이 쓰는것 같던디 19호 써도 밝아지는지 궁금 ㅜㅜ,실키 17 어두워서 섞발하려는데 블랑비비 19호도 ㄱㅊ아???? 실키 섞발 블랑비비 많이 쓰는것 같던디 19호 써도 밝아지는지 궁금 ㅜㅜ,2025-11-24T05:42:00
theqoo_beauty/category/25604,스템3 오늘 사는 게 싼 거 맞나?,카드할인 혜택까지 긁어서 50미리 6.9만이면 싼 거 아니지 않아..? 네이버포인트 7천원인가 적립되긴 해,스템3 오늘 사는 게 싼 거 맞나? 카드할인 혜택까지 긁어서 50미리 6.9만이면 싼 거 아니지 않아..? 네이버포인트 7천원인가 적립되긴 해,2025-11-24T05:40:00
theqoo_beauty/category/25604,아워글래스 미니멀리스트 저렴이 찾아냇듯,페리페라 힙그레이 비슷하다1! 질감 발림성 다 아글이 넘사긴 하지만🥹 블렌딩만 잘하면 힙그레이로도 비슷하게는 가능해ㅋㅋㅋ,아워글래스 미니멀리스트 저렴이 찾아냇듯 페리페라 힙그레이 비슷하다1! 질감 발림성 다 아글이 넘사긴 하지만🥹 블렌딩만 잘하면 힙그레이로도 비슷하게는 가능해ㅋㅋㅋ,2025-11-24T05:04:00
theqoo_beauty/category/25604,25호 겨쿨다크 루미르 올매트 사도될까,"퍼컬 컨설팅에서 아이라인, 마스카라 말고는 눈화장 하지 말라그랬는데","25호 겨쿨다크 루미르 올매트 사도될까 퍼컬 컨설팅에서 아이라인, 마스카라 말고는 눈화장 하지 말라그랬는데",2025-11-24T05:02:00
theqoo_beauty/category/25604,루미르 스프링 모닝 이미 있는데 뭐사지,딱 하나만 살건데 선라이즈 피치 사면 스프링 모닝이랑 너무 비슷할까? 로사비치 선라이즈 피치 완전 고민돼,루미르 스프링 모닝 이미 있는데 뭐사지 딱 하나만 살건데 선라이즈 피치 사면 스프링 모닝이랑 너무 비슷할까? 로사비치 선라이즈 피치 완전 고민돼,2025-11-24T04:22:00
theqoo_beauty/category/25604,루미르 선라이즈피치랑 투크 새로나올거 7호랑 고민되네,있잘쓰해야되서 하나만 사려고 ㅠㅠ,루미르 선라이즈피치랑 투크 새로나올거 7호랑 고민되네 있잘쓰해야되서 하나만 사려고 ㅠㅠ,2025-11-24T04:02:00
theqoo_beauty/category/25604,모공 축소 디바이스 효과있어?,나이들면서 너무 고민인데ㅜㅠ 15만 원 정도라는데 어때?,모공 축소 디바이스 효과있어? 나이들면서 너무 고민인데ㅜㅠ 15만 원 정도라는데 어때?,2025-11-24T03:27:00
theqoo_beauty/category/25604,맥 파우더키스 같은 제형 또 있을까?,ㅈㄱㄴ,맥 파우더키스 같은 제형 또 있을까? ㅈㄱㄴ,2025-11-24T03:20:00
theqoo_beauty/category/25604,투크 4구 잘쓰는 덬들은 몇호 써?,지난번에 새로나온것도 그렇고 나한텐 너무 희끄무레한 조합같아서... 1호는 단종인것같더라고? 추천해줄 팔렛 있을까?,투크 4구 잘쓰는 덬들은 몇호 써? 지난번에 새로나온것도 그렇고 나한텐 너무 희끄무레한 조합같아서... 1호는 단종인것같더라고? 추천해줄 팔렛 있을까?,2025-11-24T02:42:00
