community,title,content,full_text,posted_at
dcinside_국내연예-남자여자연예인_갤러리,젖괴나 갈배가 가래침뱉으면 어떻게 반응하긔?,띠니한테 갈배는 원래 혐오의 집합체라서 그냥 카아악 거리는줄 알았는데 젊은한녀 지나가면 기분나쁘라고 그런다는거 알게됐긔 근데 띠니한테는 한남이고 갈배고 존재자체가 혐오라서 눈에 보인거 자체가 극혐이긔 가래침 뱉어봤자 혐오물질의 지랄+1이라 별 생각도 안들고 그냥 지나가긔 반응하는 온니 있노? 그나저나 한남충들 찐따같은 공격 해대노 그러니까 패배만 하는거고 외국가면 양잦의 샌드백이나 되는거긔,젖괴나 갈배가 가래침뱉으면 어떻게 반응하긔? 띠니한테 갈배는 원래 혐오의 집합체라서 그냥 카아악 거리는줄 알았는데 젊은한녀 지나가면 기분나쁘라고 그런다는거 알게됐긔 근데 띠니한테는 한남이고 갈배고 존재자체가 혐오라서 눈에 보인거 자체가 극혐이긔 가래침 뱉어봤자 혐오물질의 지랄+1이라 별 생각도 안들고 그냥 지나가긔 반응하는 온니 있노? 그나저나 한남충들 찐따같은 공격 해대노 그러니까 패배만 하는거고 외국가면 양잦의 샌드백이나 되는거긔,2025-11-23T19:13:52
dcinside_국내연예-남자여자연예인_갤러리,젖괴는 남혐당할 자격도 없긔,간성혐오긔 ㅇㅇ,젖괴는 남혐당할 자격도 없긔 간성혐오긔 ㅇㅇ,2025-11-23T19:02:57
dcinside_국내연예-남자여자연예인_갤러리,젖괴들 팔다리 짧고 손 작고 툽툽한 것도 좆밥내나,체상부터 글러먹었긔 과연 싸움마다 쳐발리게 생겨먹었어 이딴 숏팔 숏다리 도라에몽손 유전자로 봊만 죽어라 괴롭히면서 억지로 쳐 번식해댄 게 꼴사납긔 몸뚱아리에 뭐 하나라도 볼품있는 구석이 없긔 어떻게 손마저 못생겼노 씨발ㅋㅋㅋ 못생긴 결도 찐따내 지려 자라다 만 소아비만 애벌레마냥 발달장애스럽긔 열등종 병신,젖괴들 팔다리 짧고 손 작고 툽툽한 것도 좆밥내나 체상부터 글러먹었긔 과연 싸움마다 쳐발리게 생겨먹었어 이딴 숏팔 숏다리 도라에몽손 유전자로 봊만 죽어라 괴롭히면서 억지로 쳐 번식해댄 게 꼴사납긔 몸뚱아리에 뭐 하나라도 볼품있는 구석이 없긔 어떻게 손마저 못생겼노 씨발ㅋㅋㅋ 못생긴 결도 찐따내 지려 자라다 만 소아비만 애벌레마냥 발달장애스럽긔 열등종 병신,2025-11-23T18:51:55
dcinside_국내연예-남자여자연예인_갤러리,뚜루,ㅇ,뚜루 ㅇ,2025-11-23T18:31:05
dcinside_국내연예-남자여자연예인_갤러리,온니들 스톤에이지아노,유튜브 알고리즘 뜨길래 아직 서비스 하나 궁금해서 검색해봣더니 게임 정보는 없고 봊 하나 성희롱하는 정병들 잔뜩 붙어서 하루종일 봊이 여왕벌이니뭐니 얘기하고 있노 걍 진짜 정신병같긔 게임 하나에도 도태젖괴들 그득그득 붙어서 읍희롱판 벌이고 집단사이버스토킹에 말리는 놈도 없고 십 토나오고 지긋지긋해서 미치겠긔 그냥 추억 생각나서 검색한 게 죄였던 거 같긔 ㅅㅂㅅㅂ,온니들 스톤에이지아노 유튜브 알고리즘 뜨길래 아직 서비스 하나 궁금해서 검색해봣더니 게임 정보는 없고 봊 하나 성희롱하는 정병들 잔뜩 붙어서 하루종일 봊이 여왕벌이니뭐니 얘기하고 있노 걍 진짜 정신병같긔 게임 하나에도 도태젖괴들 그득그득 붙어서 읍희롱판 벌이고 집단사이버스토킹에 말리는 놈도 없고 십 토나오고 지긋지긋해서 미치겠긔 그냥 추억 생각나서 검색한 게 죄였던 거 같긔 ㅅㅂㅅㅂ,2025-11-23T18:05:15
dcinside_국내연예-남자여자연예인_갤러리,한녀들 주말에도 열심히 글싸고 있네 ㅋ,"한남은 ""남들도 불행하게 만들려고"" 흉기 난동하는데 ㅋ","한녀들 주말에도 열심히 글싸고 있네 ㅋ 한남은 ""남들도 불행하게 만들려고"" 흉기 난동하는데 ㅋ",2025-11-23T17:49:58
dcinside_국내연예-남자여자연예인_갤러리,피지컬 캥국잦 인종차별&봊혐했긔,젖괴 눈작은걸로 비웃은건 알바아닌데 봊선수가 휘태커라고 발음한거보고 귀엽다니 어쩌다느니 놀렸긔 양봊들이 어느 포인트에서 양잦들 싫어하는지 알거같긔 심지어 백잦도 아니고 원주민놈이긔 젖괴들은 거기서 인종차별 아니라고 우기던데 외국에 나가면 쳐맞는 이유가 있긔ㅋㅋㅋ,피지컬 캥국잦 인종차별&봊혐했긔 젖괴 눈작은걸로 비웃은건 알바아닌데 봊선수가 휘태커라고 발음한거보고 귀엽다니 어쩌다느니 놀렸긔 양봊들이 어느 포인트에서 양잦들 싫어하는지 알거같긔 심지어 백잦도 아니고 원주민놈이긔 젖괴들은 거기서 인종차별 아니라고 우기던데 외국에 나가면 쳐맞는 이유가 있긔ㅋㅋㅋ,2025-11-23T17:29:03
dcinside_국내연예-남자여자연예인_갤러리,이 에너지파동 글 봊들은 원래부터 알던 거긔,처음엔 에너지파동이란 말 때문에 읍이비처럼 보여도 한녀들이 평소에 느끼던 그대로 아니노? 젖괴들은 뭘 하든 봊 있는 곳을 찾고 봊이랑 같이 있을려고 하고 봊이 없으면 분위기가 어둡다느니하면서 봊한테서 밝은 기운을 얻을려고 하긔 반면 봊은 젖괴랑 있으면 기분 나빠서 봊전용 찾긔,이 에너지파동 글 봊들은 원래부터 알던 거긔 처음엔 에너지파동이란 말 때문에 읍이비처럼 보여도 한녀들이 평소에 느끼던 그대로 아니노? 젖괴들은 뭘 하든 봊 있는 곳을 찾고 봊이랑 같이 있을려고 하고 봊이 없으면 분위기가 어둡다느니하면서 봊한테서 밝은 기운을 얻을려고 하긔 반면 봊은 젖괴랑 있으면 기분 나빠서 봊전용 찾긔,2025-11-23T17:25:58
dcinside_국내연예-남자여자연예인_갤러리,남자는 30대에 가장 인기 많다?,"여자는 10,20대가 전성기이고 남자는 30대가 전성기라는 말이 미국에 있던데 이거 맞는 이야기냐? 앤드류 테이트 가 주장했는데.. 이 놈 포주, 성범죄자 놈이여서 믿지를 못하겠네.. 레드필 자체가 사이비 사상이고. 남성용 페미니즘 이라고 본다","남자는 30대에 가장 인기 많다? 여자는 10,20대가 전성기이고 남자는 30대가 전성기라는 말이 미국에 있던데 이거 맞는 이야기냐? 앤드류 테이트 가 주장했는데.. 이 놈 포주, 성범죄자 놈이여서 믿지를 못하겠네.. 레드필 자체가 사이비 사상이고. 남성용 페미니즘 이라고 본다",2025-11-23T16:57:32
dcinside_국내연예-남자여자연예인_갤러리,한남은 인도남꺼야 일녀 한녀 다 꺼져,,한남은 인도남꺼야 일녀 한녀 다 꺼져,2025-11-23T15:54:13
dcinside_국내연예-남자여자연예인_갤러리,한남 이과부심이 제일 웃긴듯,진짜 한남들 꼬라지 보면 쌀국응디밖에 믿을거 없어보이긔,한남 이과부심이 제일 웃긴듯 진짜 한남들 꼬라지 보면 쌀국응디밖에 믿을거 없어보이긔,2025-11-23T15:37:54
dcinside_국내연예-남자여자연예인_갤러리,한남들 늙는거에대해 진짜 정신병 심하긔,기혼들도 40살 넘어가면 더이상 잦으로 안팔리는거에대해 정신병 오는데 거기에 나이까지먹고 혐혼도 못한 도태남이면 진짜 심연인거같았음 봊은 안그런데 한남들은 정신병 심해 그래서 맨날 주절대는거긔,한남들 늙는거에대해 진짜 정신병 심하긔 기혼들도 40살 넘어가면 더이상 잦으로 안팔리는거에대해 정신병 오는데 거기에 나이까지먹고 혐혼도 못한 도태남이면 진짜 심연인거같았음 봊은 안그런데 한남들은 정신병 심해 그래서 맨날 주절대는거긔,2025-11-23T15:11:42
dcinside_국내연예-남자여자연예인_갤러리,"한남들 최약체면서 능국, 짱깨 후려치는것도",진짜 자기객관화안된 나르시즘의 끝판왕인듯 좁아터진 김치에서 속도 좁아터져서 무능한 한남들 별거아닌 일도 대단하게 생각하긔,"한남들 최약체면서 능국, 짱깨 후려치는것도 진짜 자기객관화안된 나르시즘의 끝판왕인듯 좁아터진 김치에서 속도 좁아터져서 무능한 한남들 별거아닌 일도 대단하게 생각하긔",2025-11-23T14:47:13
dcinside_국내연예-남자여자연예인_갤러리,군머 웅앵웅할때마다 웃긴이유 알려드리긔,나라는 미군이 지키고 있고 (미군 없으면 한남군 있든말든 짱깨군한테 못이김 사실상 무의미) 그럼 그냥 한남이 한남 바캉스 보내주는 국가단위 자돕자인데 (한남식 군캉스 힘들다 논리 받아들여도 그냥 자적자임) 왜 한녀한테 지랄이신지,군머 웅앵웅할때마다 웃긴이유 알려드리긔 나라는 미군이 지키고 있고 (미군 없으면 한남군 있든말든 짱깨군한테 못이김 사실상 무의미) 그럼 그냥 한남이 한남 바캉스 보내주는 국가단위 자돕자인데 (한남식 군캉스 힘들다 논리 받아들여도 그냥 자적자임) 왜 한녀한테 지랄이신지,2025-11-23T14:32:36
dcinside_국내연예-남자여자연예인_갤러리,근데 이젠 진심 한남이랑 사귀거나 혐혼한봊들 뭔일당해도,아무생각도 안듬 한남선택한건본인아닌가 이생각부터듬 더이상불쌍하지않음 동태눈됨 한남애미도 뭔짓을당해도 불쌍하지않음 오히려 한남이랑 혐애유무 혐혼유무부터 따지고 보게됨,근데 이젠 진심 한남이랑 사귀거나 혐혼한봊들 뭔일당해도 아무생각도 안듬 한남선택한건본인아닌가 이생각부터듬 더이상불쌍하지않음 동태눈됨 한남애미도 뭔짓을당해도 불쌍하지않음 오히려 한남이랑 혐애유무 혐혼유무부터 따지고 보게됨,2025-11-23T14:18:43
dcinside_국내연예-남자여자연예인_갤러리,요즘 한남들 무해한척 할려고,"좆냥이, 좆댕이보고 귀엽다 지랄하는거 역겨움 나르시즘 강약약강 발현해서 군머 개구리, 좆냥이 각종 약한 동물들한테 잔혹한 패악질 저지른거 다 아는데","요즘 한남들 무해한척 할려고 좆냥이, 좆댕이보고 귀엽다 지랄하는거 역겨움 나르시즘 강약약강 발현해서 군머 개구리, 좆냥이 각종 약한 동물들한테 잔혹한 패악질 저지른거 다 아는데",2025-11-23T13:21:10
dcinside_국내연예-남자여자연예인_갤러리,젖괴들 맨날 김치어는 번역이 힘들어서 노벨상 못받는거라며,노란색 예시로 노랗다 샛노랗다 노르스름하다 웅앵웅 이걸 영어로 번역 못해서 상 못받는거라고 번역만 잘됐음 김치도 이미 문학상 받았다고 노벨상에 대한 열망 ㅈㄴ 드러냈잖아 근데 막상 봊이 받으니까 허겁지겁 노벨상 그까짓게 뭐가 대단하냐고 궁시렁 대는거 존나 추해ㅋㅋㅋㅋㅋㅋㅋ 안그래도 못생긴 면상인데 주댕이 댓발 튀어나오면 더 못생겨 보이는거 모르노?,젖괴들 맨날 김치어는 번역이 힘들어서 노벨상 못받는거라며 노란색 예시로 노랗다 샛노랗다 노르스름하다 웅앵웅 이걸 영어로 번역 못해서 상 못받는거라고 번역만 잘됐음 김치도 이미 문학상 받았다고 노벨상에 대한 열망 ㅈㄴ 드러냈잖아 근데 막상 봊이 받으니까 허겁지겁 노벨상 그까짓게 뭐가 대단하냐고 궁시렁 대는거 존나 추해ㅋㅋㅋㅋㅋㅋㅋ 안그래도 못생긴 면상인데 주댕이 댓발 튀어나오면 더 못생겨 보이는거 모르노?,2025-11-23T13:10:57
dcinside_국내연예-남자여자연예인_갤러리,나 뮤뱅보다가 내 취향 찾음,완벽한 여우상이잖아 개씹저점매수 가능할듯,나 뮤뱅보다가 내 취향 찾음 완벽한 여우상이잖아 개씹저점매수 가능할듯,2025-11-23T13:05:54
dcinside_국내연예-남자여자연예인_갤러리,한남들 데통 반반페이 외치다가 로이 좆됐노,모든걸 칼같이 반 가르는 시대가 왔긔 띵잦이 혐출하면 한남도 이유없이 좆 반갈죽 냈다가 다시 봉합하라이기야,한남들 데통 반반페이 외치다가 로이 좆됐노 모든걸 칼같이 반 가르는 시대가 왔긔 띵잦이 혐출하면 한남도 이유없이 좆 반갈죽 냈다가 다시 봉합하라이기야,2025-11-23T12:31:48
dcinside_국내연예-남자여자연예인_갤러리,김치는 가 음기고 여자가 양기인거같다노,보통 남자가 양기이고 여자가 음기라서 조화롭다 이러긔 양남들만 봐도 양기 ㅆㅅㅌㅊ고 남성성 ㅆㅅㅌㅊ긔 근데 똥양은 남자가 음기같긔 근데 묘하게 음기 양기 좀 섞여있어서 그 음기를 다른 사람들한테 뿜어대니까 더 싫긔 똥양남즐 다 공주님같고 음침한거보시긔,김치는 가 음기고 여자가 양기인거같다노 보통 남자가 양기이고 여자가 음기라서 조화롭다 이러긔 양남들만 봐도 양기 ㅆㅅㅌㅊ고 남성성 ㅆㅅㅌㅊ긔 근데 똥양은 남자가 음기같긔 근데 묘하게 음기 양기 좀 섞여있어서 그 음기를 다른 사람들한테 뿜어대니까 더 싫긔 똥양남즐 다 공주님같고 음침한거보시긔,2025-11-23T12:14:23
dcinside_국내연예-남자여자연예인_갤러리,피지컬 아시아 나왔던 몽골산적아재 37살이네ㄷㄷ,"몽골 참가자 엥흐어르걸 사랑의 눈으로 그녀를 바라봤지만 그녀는 깨닫지 못했다 ㅋㅋㅋ(장은실 짝사랑함) 근데 이 아재 나이가 김수현,윤하랑 동갑인 88년생이다.. 장은실보다 겨우 3살 더 많다는 게 함정 ㄷㄷ","피지컬 아시아 나왔던 몽골산적아재 37살이네ㄷㄷ 몽골 참가자 엥흐어르걸 사랑의 눈으로 그녀를 바라봤지만 그녀는 깨닫지 못했다 ㅋㅋㅋ(장은실 짝사랑함) 근데 이 아재 나이가 김수현,윤하랑 동갑인 88년생이다.. 장은실보다 겨우 3살 더 많다는 게 함정 ㄷㄷ",2025-11-23T11:52:04
dcinside_국내연예-남자여자연예인_갤러리,미군 없으면 짱깨 능잦한테 털리는 한남패싸개...,쪽팔린다 쪽팔려 소추씨발것들아,미군 없으면 짱깨 능잦한테 털리는 한남패싸개... 쪽팔린다 쪽팔려 소추씨발것들아,2025-11-23T11:37:46
dcinside_국내연예-남자여자연예인_갤러리,노벨상 0개탄 주제에 짱깨 능잦 무시하는 한남충,ㅋㅋㅋㅋ,노벨상 0개탄 주제에 짱깨 능잦 무시하는 한남충 ㅋㅋㅋㅋ,2025-11-23T11:37:13
dcinside_국내연예-남자여자연예인_갤러리,노벨상 짱잦: 12개/ 능잦:32개/ 한남패싸개:0개,ㅋㅋㅋㅋㅋㅋ,노벨상 짱잦: 12개/ 능잦:32개/ 한남패싸개:0개 ㅋㅋㅋㅋㅋㅋ,2025-11-23T11:35:45
dcinside_국내연예-남자여자연예인_갤러리,스레드에서 핫한 혐혼 후 처음으로 김장하러 간 한국남자,,스레드에서 핫한 혐혼 후 처음으로 김장하러 간 한국남자,2025-11-23T11:28:02
dcinside_국내연예-남자여자연예인_갤러리,결정사줌들이 왜 나이든 전문직봊들 후려치냐면,저능지띵잦들 돈빨고 싶어서긔 원래 돈벌려면 좆간 환상팔아서 돈벌어야 되긔 어차피 전문직봊들은 소수에 결정사가입할 일도 거의 없지만 스펙없는 저능지띵잦은 넘치니 가입비 처받으려고 저지랄하긔,결정사줌들이 왜 나이든 전문직봊들 후려치냐면 저능지띵잦들 돈빨고 싶어서긔 원래 돈벌려면 좆간 환상팔아서 돈벌어야 되긔 어차피 전문직봊들은 소수에 결정사가입할 일도 거의 없지만 스펙없는 저능지띵잦은 넘치니 가입비 처받으려고 저지랄하긔,2025-11-23T11:13:07
dcinside_국내연예-남자여자연예인_갤러리,왜 젖괴들이 한녀 후려치는지 알겠긔,급식 띵잦년들이 후려치는 젖괴들 돌려사귄다고 하긔 급식때까지는 통하다가 학식 회식되면 그런 년들은 범죄당하거나 유충처낳아서 아웃되고 외면당하니까 젖괴들이 돌아버리는거 같긔 급식때까지는 그런 수법 통했는데 안통하니까 더 미쳐서 날뛰는거 같긔,왜 젖괴들이 한녀 후려치는지 알겠긔 급식 띵잦년들이 후려치는 젖괴들 돌려사귄다고 하긔 급식때까지는 통하다가 학식 회식되면 그런 년들은 범죄당하거나 유충처낳아서 아웃되고 외면당하니까 젖괴들이 돌아버리는거 같긔 급식때까지는 그런 수법 통했는데 안통하니까 더 미쳐서 날뛰는거 같긔,2025-11-23T11:07:28
dcinside_국내연예-남자여자연예인_갤러리,주기적으로 읽어야 하는 한남의 심연을 관통하는 글,,주기적으로 읽어야 하는 한남의 심연을 관통하는 글,2025-11-23T11:06:37
dcinside_국내연예-남자여자연예인_갤러리,결정사줌들 능봊대상으로나 할것이지,그만 한녀 잡도리하고 능국어로 방송이나 쳐하시긔,결정사줌들 능봊대상으로나 할것이지 그만 한녀 잡도리하고 능국어로 방송이나 쳐하시긔,2025-11-23T10:49:44
dcinside_국내연예-남자여자연예인_갤러리,젖괴들 능짱잦은 노벨상있는데 느그들만 없다그러면 발작하노,ㅈㄴ긁히긔ㅋㅋ,젖괴들 능짱잦은 노벨상있는데 느그들만 없다그러면 발작하노 ㅈㄴ긁히긔ㅋㅋ,2025-11-23T10:35:09
dcinside_국내연예-남자여자연예인_갤러리,젖괴가 지껄이는 부당한 것들 전부 소추가 원인이긔,김치에 잦미새 존나 많아서 소추가 원인인거 맞긔 겨우겨우 혐혼한 젖괴들 봊편이 읍 안 떠준다 징징거리는 것도 젖괴가 못생긴 와꾸 축늘어진 뱃살에 소추라서 역겨워서 안떠주는거고 직업 돈만 보는 속물만 붙는 것도 젖괴 자체로는 좆도 매력없고 안꼴려서 그런거고 읍매매산업만 기괴띠하게 큰것도 초졸경지챙봊한테 돈 쥐어줘야 겨우 읍 가능해서 그러긔,젖괴가 지껄이는 부당한 것들 전부 소추가 원인이긔 김치에 잦미새 존나 많아서 소추가 원인인거 맞긔 겨우겨우 혐혼한 젖괴들 봊편이 읍 안 떠준다 징징거리는 것도 젖괴가 못생긴 와꾸 축늘어진 뱃살에 소추라서 역겨워서 안떠주는거고 직업 돈만 보는 속물만 붙는 것도 젖괴 자체로는 좆도 매력없고 안꼴려서 그런거고 읍매매산업만 기괴띠하게 큰것도 초졸경지챙봊한테 돈 쥐어줘야 겨우 읍 가능해서 그러긔,2025-11-23T10:07:53
dcinside_국내연예-남자여자연예인_갤러리,동양인은 성선택설 기준 도태된게 맞다,출산율 0 찍고 소멸하자,동양인은 성선택설 기준 도태된게 맞다 출산율 0 찍고 소멸하자,2025-11-23T10:04:25
dcinside_국내연예-남자여자연예인_갤러리,"디씨는 적나라하게 출산퇴행, 교미퇴행을 고발할 수 있는","창구기도 한데 유입 개줌년들 뭐 페미라서? 봊혐에? 빡친 거 아니야 ㅇㅇ 지는 일개 앰생 가축년인데 꼴에 사회밑바닥인거 인정하기싫고 수치심도 느껴서 빡친거잖니 지가 맘충이라서, 출산범 고발에, 부모룰렛 지적에 당사자성 수치심으로 부아 치미는 거긔 저년들ㅋㅋ 지는 도피망혼하고 출산가해 저지르고 좆스라이팅으로 자기합리화하며 사는데 디씨는 다른 커뮤와 달리 개줌혐오에는 신고삭 통제짓하기 빡세니까 갈좆묻은 유사봊으로 하혈 처하지 봊혐에 분노한다는건 표면상 핑계고 근데 뭐 늙은 꼰대년들도 디씨 띠꺼워하긴 해 지들이 나름 쌓았다고 나대는 업적도 그래서 너 번식에 부역했노 안했노 따지면 다 부정당하니까 꼽나봄 결국 위신의 정당성 문제긔ㅋㅋㅋㅋㅋ","디씨는 적나라하게 출산퇴행, 교미퇴행을 고발할 수 있는 창구기도 한데 유입 개줌년들 뭐 페미라서? 봊혐에? 빡친 거 아니야 ㅇㅇ 지는 일개 앰생 가축년인데 꼴에 사회밑바닥인거 인정하기싫고 수치심도 느껴서 빡친거잖니 지가 맘충이라서, 출산범 고발에, 부모룰렛 지적에 당사자성 수치심으로 부아 치미는 거긔 저년들ㅋㅋ 지는 도피망혼하고 출산가해 저지르고 좆스라이팅으로 자기합리화하며 사는데 디씨는 다른 커뮤와 달리 개줌혐오에는 신고삭 통제짓하기 빡세니까 갈좆묻은 유사봊으로 하혈 처하지 봊혐에 분노한다는건 표면상 핑계고 근데 뭐 늙은 꼰대년들도 디씨 띠꺼워하긴 해 지들이 나름 쌓았다고 나대는 업적도 그래서 너 번식에 부역했노 안했노 따지면 다 부정당하니까 꼽나봄 결국 위신의 정당성 문제긔ㅋㅋㅋㅋㅋ",2025-11-23T10:00:56
dcinside_국내연예-남자여자연예인_갤러리,2025 한국남자 범죄 리스트,,2025 한국남자 범죄 리스트,2025-11-23T09:55:19
